ZIP (character),ZIP (numeric),state
48099,48099,MI
48101,48101,MI
48103,48103,MI
48104,48104,MI
48105,48105,MI
48106,48106,MI
48107,48107,MI
48108,48108,MI
48109,48109,MI
48110,48110,MI
48111,48111,MI
48112,48112,MI
48113,48113,MI
48114,48114,MI
48115,48115,MI
48116,48116,MI
48117,48117,MI
48118,48118,MI
48120,48120,MI
48121,48121,MI
48122,48122,MI
48123,48123,MI
48124,48124,MI
48125,48125,MI
48126,48126,MI
48127,48127,MI
48128,48128,MI
48130,48130,MI
48131,48131,MI
48133,48133,MI
48134,48134,MI
48135,48135,MI
48136,48136,MI
48137,48137,MI
48138,48138,MI
48139,48139,MI
48140,48140,MI
48141,48141,MI
48143,48143,MI
48144,48144,MI
48145,48145,MI
48146,48146,MI
48150,48150,MI
48151,48151,MI
48152,48152,MI
48153,48153,MI
48154,48154,MI
48157,48157,MI
48158,48158,MI
48159,48159,MI
48160,48160,MI
48161,48161,MI
48162,48162,MI
48164,48164,MI
48165,48165,MI
48166,48166,MI
48167,48167,MI
48168,48168,MI
48169,48169,MI
48170,48170,MI
48173,48173,MI
48174,48174,MI
48175,48175,MI
48176,48176,MI
48177,48177,MI
48178,48178,MI
48179,48179,MI
48180,48180,MI
48182,48182,MI
48183,48183,MI
48184,48184,MI
48185,48185,MI
48186,48186,MI
48187,48187,MI
48188,48188,MI
48189,48189,MI
48190,48190,MI
48191,48191,MI
48192,48192,MI
48193,48193,MI
48195,48195,MI
48197,48197,MI
48198,48198,MI
48201,48201,MI
48202,48202,MI
48203,48203,MI
48204,48204,MI
48205,48205,MI
48206,48206,MI
48207,48207,MI
48208,48208,MI
48209,48209,MI
48210,48210,MI
48211,48211,MI
48212,48212,MI
48213,48213,MI
48214,48214,MI
48215,48215,MI
48216,48216,MI
48217,48217,MI
48218,48218,MI
48219,48219,MI
48220,48220,MI
48221,48221,MI
48222,48222,MI
48223,48223,MI
48224,48224,MI
48225,48225,MI
48226,48226,MI
48227,48227,MI
48228,48228,MI
48229,48229,MI
48230,48230,MI
48231,48231,MI
48232,48232,MI
48233,48233,MI
48234,48234,MI
48235,48235,MI
48236,48236,MI
48237,48237,MI
48238,48238,MI
48239,48239,MI
48240,48240,MI
48242,48242,MI
48243,48243,MI
48244,48244,MI
48255,48255,MI
48260,48260,MI
48264,48264,MI
48265,48265,MI
48266,48266,MI
48267,48267,MI
48268,48268,MI
48269,48269,MI
48272,48272,MI
48275,48275,MI
48277,48277,MI
48278,48278,MI
48279,48279,MI
48288,48288,MI
48301,48301,MI
48302,48302,MI
48303,48303,MI
48304,48304,MI
48306,48306,MI
48307,48307,MI
48308,48308,MI
48309,48309,MI
48310,48310,MI
48311,48311,MI
48312,48312,MI
48313,48313,MI
48314,48314,MI
48315,48315,MI
48316,48316,MI
48317,48317,MI
48318,48318,MI
48320,48320,MI
48321,48321,MI
48322,48322,MI
48323,48323,MI
48324,48324,MI
48325,48325,MI
48326,48326,MI
48327,48327,MI
48328,48328,MI
48329,48329,MI
48330,48330,MI
48331,48331,MI
48332,48332,MI
48333,48333,MI
48334,48334,MI
48335,48335,MI
48336,48336,MI
48340,48340,MI
48341,48341,MI
48342,48342,MI
48343,48343,MI
48346,48346,MI
48347,48347,MI
48348,48348,MI
48350,48350,MI
48353,48353,MI
48356,48356,MI
48357,48357,MI
48359,48359,MI
48360,48360,MI
48361,48361,MI
48362,48362,MI
48363,48363,MI
48366,48366,MI
48367,48367,MI
48370,48370,MI
48371,48371,MI
48374,48374,MI
48375,48375,MI
48376,48376,MI
48377,48377,MI
48380,48380,MI
48381,48381,MI
48382,48382,MI
48383,48383,MI
48386,48386,MI
48387,48387,MI
48390,48390,MI
48391,48391,MI
48393,48393,MI
48397,48397,MI
48401,48401,MI
48410,48410,MI
48411,48411,MI
48412,48412,MI
48413,48413,MI
48414,48414,MI
48415,48415,MI
48416,48416,MI
48417,48417,MI
48418,48418,MI
48419,48419,MI
48420,48420,MI
48421,48421,MI
48422,48422,MI
48423,48423,MI
48426,48426,MI
48427,48427,MI
48428,48428,MI
48429,48429,MI
48430,48430,MI
48432,48432,MI
48433,48433,MI
48434,48434,MI
48435,48435,MI
48436,48436,MI
48437,48437,MI
48438,48438,MI
48439,48439,MI
48440,48440,MI
48441,48441,MI
48442,48442,MI
48444,48444,MI
48445,48445,MI
48446,48446,MI
48449,48449,MI
48450,48450,MI
48451,48451,MI
48453,48453,MI
48454,48454,MI
48455,48455,MI
48456,48456,MI
48457,48457,MI
48458,48458,MI
48460,48460,MI
48461,48461,MI
48462,48462,MI
48463,48463,MI
48464,48464,MI
48465,48465,MI
48466,48466,MI
48467,48467,MI
48468,48468,MI
48469,48469,MI
48470,48470,MI
48471,48471,MI
48472,48472,MI
48473,48473,MI
48475,48475,MI
48476,48476,MI
48480,48480,MI
48501,48501,MI
48502,48502,MI
48503,48503,MI
48504,48504,MI
48505,48505,MI
48506,48506,MI
48507,48507,MI
48509,48509,MI
48519,48519,MI
48529,48529,MI
48531,48531,MI
48532,48532,MI
48550,48550,MI
48551,48551,MI
48552,48552,MI
48553,48553,MI
48554,48554,MI
48555,48555,MI
48556,48556,MI
48557,48557,MI
48601,48601,MI
48602,48602,MI
48603,48603,MI
48604,48604,MI
48605,48605,MI
48606,48606,MI
48607,48607,MI
48608,48608,MI
48609,48609,MI
48610,48610,MI
48611,48611,MI
48612,48612,MI
48613,48613,MI
48614,48614,MI
48615,48615,MI
48616,48616,MI
48617,48617,MI
48618,48618,MI
48619,48619,MI
48620,48620,MI
48621,48621,MI
48622,48622,MI
48623,48623,MI
48624,48624,MI
48625,48625,MI
48626,48626,MI
48627,48627,MI
48628,48628,MI
48629,48629,MI
48630,48630,MI
48631,48631,MI
48632,48632,MI
48633,48633,MI
48634,48634,MI
48635,48635,MI
48636,48636,MI
48637,48637,MI
48638,48638,MI
48640,48640,MI
48641,48641,MI
48642,48642,MI
48647,48647,MI
48649,48649,MI
48650,48650,MI
48651,48651,MI
48652,48652,MI
48653,48653,MI
48654,48654,MI
48655,48655,MI
48656,48656,MI
48657,48657,MI
48658,48658,MI
48659,48659,MI
48661,48661,MI
48662,48662,MI
48663,48663,MI
48667,48667,MI
48670,48670,MI
48674,48674,MI
48686,48686,MI
48701,48701,MI
48703,48703,MI
48705,48705,MI
48706,48706,MI
48707,48707,MI
48708,48708,MI
48710,48710,MI
48720,48720,MI
48721,48721,MI
48722,48722,MI
48723,48723,MI
48724,48724,MI
48725,48725,MI
48726,48726,MI
48727,48727,MI
48728,48728,MI
48729,48729,MI
48730,48730,MI
48731,48731,MI
48732,48732,MI
48733,48733,MI
48734,48734,MI
48735,48735,MI
48736,48736,MI
48737,48737,MI
48738,48738,MI
48739,48739,MI
48740,48740,MI
48741,48741,MI
48742,48742,MI
48743,48743,MI
48744,48744,MI
48745,48745,MI
48746,48746,MI
48747,48747,MI
48748,48748,MI
48749,48749,MI
48750,48750,MI
48754,48754,MI
48755,48755,MI
48756,48756,MI
48757,48757,MI
48758,48758,MI
48759,48759,MI
48760,48760,MI
48761,48761,MI
48762,48762,MI
48763,48763,MI
48764,48764,MI
48765,48765,MI
48766,48766,MI
48767,48767,MI
48768,48768,MI
48769,48769,MI
48770,48770,MI
48787,48787,MI
48801,48801,MI
48802,48802,MI
48804,48804,MI
48805,48805,MI
48806,48806,MI
48807,48807,MI
48808,48808,MI
48809,48809,MI
48811,48811,MI
48812,48812,MI
48813,48813,MI
48815,48815,MI
48816,48816,MI
48817,48817,MI
48818,48818,MI
48819,48819,MI
48820,48820,MI
48821,48821,MI
48822,48822,MI
48823,48823,MI
48824,48824,MI
48825,48825,MI
48826,48826,MI
48827,48827,MI
48829,48829,MI
48830,48830,MI
48831,48831,MI
48832,48832,MI
48833,48833,MI
48834,48834,MI
48835,48835,MI
48836,48836,MI
48837,48837,MI
48838,48838,MI
48840,48840,MI
48841,48841,MI
48842,48842,MI
48843,48843,MI
48844,48844,MI
48845,48845,MI
48846,48846,MI
48847,48847,MI
48848,48848,MI
48849,48849,MI
48850,48850,MI
48851,48851,MI
48852,48852,MI
48853,48853,MI
48854,48854,MI
48855,48855,MI
48856,48856,MI
48857,48857,MI
48858,48858,MI
48859,48859,MI
48860,48860,MI
48861,48861,MI
48862,48862,MI
48863,48863,MI
48864,48864,MI
48865,48865,MI
48866,48866,MI
48867,48867,MI
48870,48870,MI
48871,48871,MI
48872,48872,MI
48873,48873,MI
48874,48874,MI
48875,48875,MI
48876,48876,MI
48877,48877,MI
48878,48878,MI
48879,48879,MI
48880,48880,MI
48881,48881,MI
48882,48882,MI
48883,48883,MI
48884,48884,MI
48885,48885,MI
48886,48886,MI
48887,48887,MI
48888,48888,MI
48889,48889,MI
48890,48890,MI
48891,48891,MI
48892,48892,MI
48893,48893,MI
48894,48894,MI
48895,48895,MI
48896,48896,MI
48897,48897,MI
48901,48901,MI
48906,48906,MI
48908,48908,MI
48909,48909,MI
48910,48910,MI
48911,48911,MI
48912,48912,MI
48913,48913,MI
48915,48915,MI
48916,48916,MI
48917,48917,MI
48918,48918,MI
48919,48919,MI
48921,48921,MI
48922,48922,MI
48924,48924,MI
48929,48929,MI
48930,48930,MI
48933,48933,MI
48937,48937,MI
48950,48950,MI
48951,48951,MI
48956,48956,MI
48980,48980,MI
49001,49001,MI
49002,49002,MI
49003,49003,MI
49004,49004,MI
49005,49005,MI
49006,49006,MI
49007,49007,MI
49008,49008,MI
49009,49009,MI
49010,49010,MI
49011,49011,MI
49012,49012,MI
49013,49013,MI
49014,49014,MI
49015,49015,MI
49016,49016,MI
49017,49017,MI
49018,49018,MI
49019,49019,MI
49020,49020,MI
49021,49021,MI
49022,49022,MI
49023,49023,MI
49024,49024,MI
49026,49026,MI
49027,49027,MI
49028,49028,MI
49029,49029,MI
49030,49030,MI
49031,49031,MI
49032,49032,MI
49033,49033,MI
49034,49034,MI
49035,49035,MI
49036,49036,MI
49037,49037,MI
49038,49038,MI
49039,49039,MI
49040,49040,MI
49041,49041,MI
49042,49042,MI
49043,49043,MI
49045,49045,MI
49046,49046,MI
49047,49047,MI
49048,49048,MI
49050,49050,MI
49051,49051,MI
49052,49052,MI
49053,49053,MI
49055,49055,MI
49056,49056,MI
49057,49057,MI
49058,49058,MI
49060,49060,MI
49061,49061,MI
49062,49062,MI
49063,49063,MI
49064,49064,MI
49065,49065,MI
49066,49066,MI
49067,49067,MI
49068,49068,MI
49069,49069,MI
49070,49070,MI
49071,49071,MI
49072,49072,MI
49073,49073,MI
49074,49074,MI
49075,49075,MI
49076,49076,MI
49077,49077,MI
49078,49078,MI
49079,49079,MI
49080,49080,MI
49081,49081,MI
49082,49082,MI
49083,49083,MI
49084,49084,MI
49085,49085,MI
49087,49087,MI
49088,49088,MI
49089,49089,MI
49090,49090,MI
49091,49091,MI
49092,49092,MI
49093,49093,MI
49094,49094,MI
49095,49095,MI
49096,49096,MI
49097,49097,MI
49098,49098,MI
49099,49099,MI
49101,49101,MI
49102,49102,MI
49103,49103,MI
49104,49104,MI
49106,49106,MI
49107,49107,MI
49111,49111,MI
49112,49112,MI
49113,49113,MI
49115,49115,MI
49116,49116,MI
49117,49117,MI
49119,49119,MI
49120,49120,MI
49121,49121,MI
49125,49125,MI
49126,49126,MI
49127,49127,MI
49128,49128,MI
49129,49129,MI
49130,49130,MI
49201,49201,MI
49202,49202,MI
49203,49203,MI
49204,49204,MI
49220,49220,MI
49221,49221,MI
49224,49224,MI
49227,49227,MI
49228,49228,MI
49229,49229,MI
49230,49230,MI
49232,49232,MI
49233,49233,MI
49234,49234,MI
49235,49235,MI
49236,49236,MI
49237,49237,MI
49238,49238,MI
49239,49239,MI
49240,49240,MI
49241,49241,MI
49242,49242,MI
49245,49245,MI
49246,49246,MI
49247,49247,MI
49248,49248,MI
49249,49249,MI
49250,49250,MI
49251,49251,MI
49252,49252,MI
49253,49253,MI
49254,49254,MI
49255,49255,MI
49256,49256,MI
49257,49257,MI
49258,49258,MI
49259,49259,MI
49261,49261,MI
49262,49262,MI
49263,49263,MI
49264,49264,MI
49265,49265,MI
49266,49266,MI
49267,49267,MI
49268,49268,MI
49269,49269,MI
49270,49270,MI
49271,49271,MI
49272,49272,MI
49274,49274,MI
49276,49276,MI
49277,49277,MI
49279,49279,MI
49281,49281,MI
49282,49282,MI
49283,49283,MI
49284,49284,MI
49285,49285,MI
49286,49286,MI
49287,49287,MI
49288,49288,MI
49289,49289,MI
49301,49301,MI
49302,49302,MI
49303,49303,MI
49304,49304,MI
49305,49305,MI
49306,49306,MI
49307,49307,MI
49309,49309,MI
49310,49310,MI
49311,49311,MI
49312,49312,MI
49314,49314,MI
49315,49315,MI
49316,49316,MI
49317,49317,MI
49318,49318,MI
49319,49319,MI
49320,49320,MI
49321,49321,MI
49322,49322,MI
49323,49323,MI
49325,49325,MI
49326,49326,MI
49327,49327,MI
49328,49328,MI
49329,49329,MI
49330,49330,MI
49331,49331,MI
49332,49332,MI
49333,49333,MI
49335,49335,MI
49336,49336,MI
49337,49337,MI
49338,49338,MI
49339,49339,MI
49340,49340,MI
49341,49341,MI
49342,49342,MI
49343,49343,MI
49344,49344,MI
49345,49345,MI
49346,49346,MI
49347,49347,MI
49348,49348,MI
49349,49349,MI
49351,49351,MI
49355,49355,MI
49356,49356,MI
49357,49357,MI
49401,49401,MI
49402,49402,MI
49403,49403,MI
49404,49404,MI
49405,49405,MI
49406,49406,MI
49408,49408,MI
49409,49409,MI
49410,49410,MI
49411,49411,MI
49412,49412,MI
49413,49413,MI
49415,49415,MI
49416,49416,MI
49417,49417,MI
49418,49418,MI
49419,49419,MI
49420,49420,MI
49421,49421,MI
49422,49422,MI
49423,49423,MI
49424,49424,MI
49425,49425,MI
49426,49426,MI
49427,49427,MI
49428,49428,MI
49429,49429,MI
49430,49430,MI
49431,49431,MI
49434,49434,MI
49435,49435,MI
49436,49436,MI
49437,49437,MI
49440,49440,MI
49441,49441,MI
49442,49442,MI
49443,49443,MI
49444,49444,MI
49445,49445,MI
49446,49446,MI
49448,49448,MI
49449,49449,MI
49450,49450,MI
49451,49451,MI
49452,49452,MI
49453,49453,MI
49454,49454,MI
49455,49455,MI
49456,49456,MI
49457,49457,MI
49458,49458,MI
49459,49459,MI
49460,49460,MI
49461,49461,MI
49463,49463,MI
49464,49464,MI
49468,49468,MI
49501,49501,MI
49502,49502,MI
49503,49503,MI
49504,49504,MI
49505,49505,MI
49506,49506,MI
49507,49507,MI
49508,49508,MI
49509,49509,MI
49510,49510,MI
49512,49512,MI
49514,49514,MI
49515,49515,MI
49516,49516,MI
49518,49518,MI
49519,49519,MI
49523,49523,MI
49525,49525,MI
49528,49528,MI
49530,49530,MI
49534,49534,MI
49544,49544,MI
49546,49546,MI
49548,49548,MI
49550,49550,MI
49555,49555,MI
49560,49560,MI
49588,49588,MI
49599,49599,MI
49601,49601,MI
49610,49610,MI
49611,49611,MI
49612,49612,MI
49613,49613,MI
49614,49614,MI
49615,49615,MI
49616,49616,MI
49617,49617,MI
49618,49618,MI
49619,49619,MI
49620,49620,MI
49621,49621,MI
49622,49622,MI
49623,49623,MI
49625,49625,MI
49626,49626,MI
49627,49627,MI
49628,49628,MI
49629,49629,MI
49630,49630,MI
49631,49631,MI
49632,49632,MI
49633,49633,MI
49634,49634,MI
49635,49635,MI
49636,49636,MI
49637,49637,MI
49638,49638,MI
49639,49639,MI
49640,49640,MI
49642,49642,MI
49643,49643,MI
49644,49644,MI
49645,49645,MI
49646,49646,MI
49648,49648,MI
49649,49649,MI
49650,49650,MI
49651,49651,MI
49653,49653,MI
49654,49654,MI
49655,49655,MI
49656,49656,MI
49657,49657,MI
49659,49659,MI
49660,49660,MI
49663,49663,MI
49664,49664,MI
49665,49665,MI
49666,49666,MI
49667,49667,MI
49668,49668,MI
49670,49670,MI
49673,49673,MI
49674,49674,MI
49675,49675,MI
49676,49676,MI
49677,49677,MI
49679,49679,MI
49680,49680,MI
49682,49682,MI
49683,49683,MI
49684,49684,MI
49685,49685,MI
49686,49686,MI
49688,49688,MI
49689,49689,MI
49690,49690,MI
49696,49696,MI
49701,49701,MI
49705,49705,MI
49706,49706,MI
49707,49707,MI
49709,49709,MI
49710,49710,MI
49711,49711,MI
49712,49712,MI
49713,49713,MI
49715,49715,MI
49716,49716,MI
49717,49717,MI
49718,49718,MI
49719,49719,MI
49720,49720,MI
49721,49721,MI
49722,49722,MI
49723,49723,MI
49724,49724,MI
49725,49725,MI
49726,49726,MI
49727,49727,MI
49728,49728,MI
49729,49729,MI
49730,49730,MI
49733,49733,MI
49734,49734,MI
49735,49735,MI
49736,49736,MI
49737,49737,MI
49738,49738,MI
49739,49739,MI
49740,49740,MI
49743,49743,MI
49744,49744,MI
49745,49745,MI
49746,49746,MI
49747,49747,MI
49748,49748,MI
49749,49749,MI
49751,49751,MI
49752,49752,MI
49753,49753,MI
49755,49755,MI
49756,49756,MI
49759,49759,MI
49760,49760,MI
49761,49761,MI
49762,49762,MI
49764,49764,MI
49765,49765,MI
49766,49766,MI
49768,49768,MI
49769,49769,MI
49770,49770,MI
49774,49774,MI
49776,49776,MI
49777,49777,MI
49779,49779,MI
49780,49780,MI
49781,49781,MI
49782,49782,MI
49783,49783,MI
49784,49784,MI
49785,49785,MI
49786,49786,MI
49788,49788,MI
49791,49791,MI
49792,49792,MI
49793,49793,MI
49795,49795,MI
49796,49796,MI
49797,49797,MI
49799,49799,MI
49801,49801,MI
49802,49802,MI
49805,49805,MI
49806,49806,MI
49807,49807,MI
49808,49808,MI
49812,49812,MI
49814,49814,MI
49815,49815,MI
49816,49816,MI
49817,49817,MI
49818,49818,MI
49819,49819,MI
49820,49820,MI
49821,49821,MI
49822,49822,MI
49825,49825,MI
49826,49826,MI
49827,49827,MI
49829,49829,MI
49831,49831,MI
49833,49833,MI
49834,49834,MI
49835,49835,MI
49836,49836,MI
49837,49837,MI
49838,49838,MI
49839,49839,MI
49840,49840,MI
49841,49841,MI
49845,49845,MI
49847,49847,MI
49848,49848,MI
49849,49849,MI
49852,49852,MI
49853,49853,MI
49854,49854,MI
49855,49855,MI
49858,49858,MI
49861,49861,MI
49862,49862,MI
49863,49863,MI
49864,49864,MI
49865,49865,MI
49866,49866,MI
49868,49868,MI
49870,49870,MI
49871,49871,MI
49872,49872,MI
49873,49873,MI
49874,49874,MI
49876,49876,MI
49877,49877,MI
49878,49878,MI
49879,49879,MI
49880,49880,MI
49881,49881,MI
49883,49883,MI
49884,49884,MI
49885,49885,MI
49886,49886,MI
49887,49887,MI
49891,49891,MI
49892,49892,MI
49893,49893,MI
49894,49894,MI
49895,49895,MI
49896,49896,MI
49901,49901,MI
49902,49902,MI
49903,49903,MI
49905,49905,MI
49908,49908,MI
49910,49910,MI
49911,49911,MI
49912,49912,MI
49913,49913,MI
49915,49915,MI
49916,49916,MI
49917,49917,MI
49918,49918,MI
49919,49919,MI
49920,49920,MI
49921,49921,MI
49922,49922,MI
49925,49925,MI
49927,49927,MI
49929,49929,MI
49930,49930,MI
49931,49931,MI
49934,49934,MI
49935,49935,MI
49938,49938,MI
49942,49942,MI
49945,49945,MI
49946,49946,MI
49947,49947,MI
49948,49948,MI
49950,49950,MI
49952,49952,MI
49953,49953,MI
49955,49955,MI
49958,49958,MI
49959,49959,MI
49960,49960,MI
49961,49961,MI
49962,49962,MI
49963,49963,MI
49964,49964,MI
49965,49965,MI
49967,49967,MI
49968,49968,MI
49969,49969,MI
49970,49970,MI
49971,49971,MI
50001,50001,IA
50002,50002,IA
50003,50003,IA
50005,50005,IA
50006,50006,IA
50007,50007,IA
50008,50008,IA
50009,50009,IA
50010,50010,IA
50011,50011,IA
50012,50012,IA
50013,50013,IA
50014,50014,IA
50020,50020,IA
50021,50021,IA
50022,50022,IA
50023,50023,IA
50025,50025,IA
50026,50026,IA
50027,50027,IA
50028,50028,IA
50029,50029,IA
50031,50031,IA
50032,50032,IA
50033,50033,IA
50034,50034,IA
50035,50035,IA
50036,50036,IA
50037,50037,IA
50038,50038,IA
50039,50039,IA
50040,50040,IA
50041,50041,IA
50042,50042,IA
50043,50043,IA
50044,50044,IA
50046,50046,IA
50047,50047,IA
50048,50048,IA
50049,50049,IA
50050,50050,IA
50051,50051,IA
50052,50052,IA
50054,50054,IA
50055,50055,IA
50056,50056,IA
50057,50057,IA
50058,50058,IA
50059,50059,IA
50060,50060,IA
50061,50061,IA
50062,50062,IA
50063,50063,IA
50064,50064,IA
50065,50065,IA
50066,50066,IA
50067,50067,IA
50068,50068,IA
50069,50069,IA
50070,50070,IA
50071,50071,IA
50072,50072,IA
50073,50073,IA
50074,50074,IA
50075,50075,IA
50076,50076,IA
50078,50078,IA
50099,50099,IA
50101,50101,IA
50102,50102,IA
50103,50103,IA
50104,50104,IA
50105,50105,IA
50106,50106,IA
50107,50107,IA
50108,50108,IA
50109,50109,IA
50110,50110,IA
50111,50111,IA
50112,50112,IA
50115,50115,IA
50116,50116,IA
50117,50117,IA
50118,50118,IA
50119,50119,IA
50120,50120,IA
50122,50122,IA
50123,50123,IA
50124,50124,IA
50125,50125,IA
50126,50126,IA
50127,50127,IA
50128,50128,IA
50129,50129,IA
50130,50130,IA
50131,50131,IA
50132,50132,IA
50133,50133,IA
50134,50134,IA
50135,50135,IA
50136,50136,IA
50137,50137,IA
50138,50138,IA
50139,50139,IA
50140,50140,IA
50141,50141,IA
50142,50142,IA
50143,50143,IA
50144,50144,IA
50145,50145,IA
50146,50146,IA
50147,50147,IA
50148,50148,IA
50149,50149,IA
50150,50150,IA
50151,50151,IA
50152,50152,IA
50153,50153,IA
50154,50154,IA
50155,50155,IA
50156,50156,IA
50157,50157,IA
50158,50158,IA
50160,50160,IA
50161,50161,IA
50162,50162,IA
50163,50163,IA
50164,50164,IA
50165,50165,IA
50166,50166,IA
50167,50167,IA
50168,50168,IA
50169,50169,IA
50170,50170,IA
50171,50171,IA
50173,50173,IA
50174,50174,IA
50201,50201,IA
50206,50206,IA
50207,50207,IA
50208,50208,IA
50210,50210,IA
50211,50211,IA
50212,50212,IA
50213,50213,IA
50214,50214,IA
50216,50216,IA
50217,50217,IA
50218,50218,IA
50219,50219,IA
50220,50220,IA
50222,50222,IA
50223,50223,IA
50225,50225,IA
50226,50226,IA
50227,50227,IA
50228,50228,IA
50229,50229,IA
50230,50230,IA
50231,50231,IA
50232,50232,IA
50233,50233,IA
50234,50234,IA
50235,50235,IA
50236,50236,IA
50237,50237,IA
50238,50238,IA
50239,50239,IA
50240,50240,IA
50241,50241,IA
50242,50242,IA
50243,50243,IA
50244,50244,IA
50246,50246,IA
50247,50247,IA
50248,50248,IA
50249,50249,IA
50250,50250,IA
50251,50251,IA
50252,50252,IA
50254,50254,IA
50255,50255,IA
50256,50256,IA
50257,50257,IA
50258,50258,IA
50259,50259,IA
50261,50261,IA
50262,50262,IA
50263,50263,IA
50264,50264,IA
50265,50265,IA
50266,50266,IA
50268,50268,IA
50269,50269,IA
50271,50271,IA
50272,50272,IA
50273,50273,IA
50274,50274,IA
50275,50275,IA
50276,50276,IA
50277,50277,IA
50278,50278,IA
50301,50301,IA
50302,50302,IA
50303,50303,IA
50304,50304,IA
50305,50305,IA
50306,50306,IA
50307,50307,IA
50308,50308,IA
50309,50309,IA
50310,50310,IA
50311,50311,IA
50312,50312,IA
50313,50313,IA
50314,50314,IA
50315,50315,IA
50316,50316,IA
50317,50317,IA
50318,50318,IA
50319,50319,IA
50320,50320,IA
50321,50321,IA
50322,50322,IA
50323,50323,IA
50324,50324,IA
50325,50325,IA
50327,50327,IA
50328,50328,IA
50329,50329,IA
50330,50330,IA
50331,50331,IA
50332,50332,IA
50333,50333,IA
50334,50334,IA
50335,50335,IA
50336,50336,IA
50339,50339,IA
50340,50340,IA
50359,50359,IA
50360,50360,IA
50361,50361,IA
50362,50362,IA
50363,50363,IA
50364,50364,IA
50367,50367,IA
50368,50368,IA
50369,50369,IA
50380,50380,IA
50381,50381,IA
50391,50391,IA
50392,50392,IA
50393,50393,IA
50394,50394,IA
50395,50395,IA
50396,50396,IA
50398,50398,IA
50401,50401,IA
50402,50402,IA
50420,50420,IA
50421,50421,IA
50423,50423,IA
50424,50424,IA
50426,50426,IA
50427,50427,IA
50428,50428,IA
50430,50430,IA
50431,50431,IA
50432,50432,IA
50433,50433,IA
50434,50434,IA
50435,50435,IA
50436,50436,IA
50438,50438,IA
50439,50439,IA
50440,50440,IA
50441,50441,IA
50444,50444,IA
50446,50446,IA
50447,50447,IA
50448,50448,IA
50449,50449,IA
50450,50450,IA
50451,50451,IA
50452,50452,IA
50453,50453,IA
50454,50454,IA
50455,50455,IA
50456,50456,IA
50457,50457,IA
50458,50458,IA
50459,50459,IA
50460,50460,IA
50461,50461,IA
50464,50464,IA
50465,50465,IA
50466,50466,IA
50467,50467,IA
50468,50468,IA
50469,50469,IA
50470,50470,IA
50471,50471,IA
50472,50472,IA
50473,50473,IA
50475,50475,IA
50476,50476,IA
50477,50477,IA
50478,50478,IA
50479,50479,IA
50480,50480,IA
50481,50481,IA
50482,50482,IA
50483,50483,IA
50484,50484,IA
50501,50501,IA
50510,50510,IA
50511,50511,IA
50514,50514,IA
50515,50515,IA
50516,50516,IA
50517,50517,IA
50518,50518,IA
50519,50519,IA
50520,50520,IA
50521,50521,IA
50522,50522,IA
50523,50523,IA
50524,50524,IA
50525,50525,IA
50526,50526,IA
50527,50527,IA
50528,50528,IA
50529,50529,IA
50530,50530,IA
50531,50531,IA
50532,50532,IA
50533,50533,IA
50535,50535,IA
50536,50536,IA
50538,50538,IA
50539,50539,IA
50540,50540,IA
50541,50541,IA
50542,50542,IA
50543,50543,IA
50544,50544,IA
50545,50545,IA
50546,50546,IA
50548,50548,IA
50551,50551,IA
50552,50552,IA
50554,50554,IA
50556,50556,IA
50557,50557,IA
50558,50558,IA
50559,50559,IA
50560,50560,IA
50561,50561,IA
50562,50562,IA
